path,fold
1.2.276.0.7230010.3.1.2.8323329.14134.1517875249.781604/1.2.276.0.7230010.3.1.3.8323329.14134.1517875249.781603/1.2.276.0.7230010.3.1.4.8323329.14134.1517875249.781605.dcm,2
1.2.276.0.7230010.3.1.2.8323329.3139.1517875176.299101/1.2.276.0.7230010.3.1.3.8323329.3139.1517875176.299100/1.2.276.0.7230010.3.1.4.8323329.3139.1517875176.299102.dcm,3
1.2.276.0.7230010.3.1.2.8323329.5169.1517875186.763359/1.2.276.0.7230010.3.1.3.8323329.5169.1517875186.763358/1.2.276.0.7230010.3.1.4.8323329.5169.1517875186.763360.dcm,4
1.2.276.0.7230010.3.1.2.8323329.3875.1517875179.932639/1.2.276.0.7230010.3.1.3.8323329.3875.1517875179.932638/1.2.276.0.7230010.3.1.4.8323329.3875.1517875179.932640.dcm,0
1.2.276.0.7230010.3.1.2.8323329.14578.1517875252.802767/1.2.276.0.7230010.3.1.3.8323329.14578.1517875252.802766/1.2.276.0.7230010.3.1.4.8323329.14578.1517875252.802768.dcm,1
1.2.276.0.7230010.3.1.2.8323329.3331.1517875177.287378/1.2.276.0.7230010.3.1.3.8323329.3331.1517875177.287377/1.2.276.0.7230010.3.1.4.8323329.3331.1517875177.287379.dcm,2
1.2.276.0.7230010.3.1.2.8323329.10076.1517875221.859591/1.2.276.0.7230010.3.1.3.8323329.10076.1517875221.859590/1.2.276.0.7230010.3.1.4.8323329.10076.1517875221.859592.dcm,3
1.2.276.0.7230010.3.1.2.8323329.5269.1517875187.286464/1.2.276.0.7230010.3.1.3.8323329.5269.1517875187.286463/1.2.276.0.7230010.3.1.4.8323329.5269.1517875187.286465.dcm,4
1.2.276.0.7230010.3.1.2.8323329.1830.1517875169.795470/1.2.276.0.7230010.3.1.3.8323329.1830.1517875169.795469/1.2.276.0.7230010.3.1.4.8323329.1830.1517875169.795471.dcm,0
1.2.276.0.7230010.3.1.2.8323329.12469.1517875239.255419/1.2.276.0.7230010.3.1.3.8323329.12469.1517875239.255418/1.2.276.0.7230010.3.1.4.8323329.12469.1517875239.255420.dcm,1
1.2.276.0.7230010.3.1.2.8323329.2254.1517875171.821485/1.2.276.0.7230010.3.1.3.8323329.2254.1517875171.821484/1.2.276.0.7230010.3.1.4.8323329.2254.1517875171.821486.dcm,2
1.2.276.0.7230010.3.1.2.8323329.3209.1517875176.611813/1.2.276.0.7230010.3.1.3.8323329.3209.1517875176.611812/1.2.276.0.7230010.3.1.4.8323329.3209.1517875176.611814.dcm,3
1.2.276.0.7230010.3.1.2.8323329.31976.1517875157.813428/1.2.276.0.7230010.3.1.3.8323329.31976.1517875157.813427/1.2.276.0.7230010.3.1.4.8323329.31976.1517875157.813429.dcm,4
1.2.276.0.7230010.3.1.2.8323329.11179.1517875231.595037/1.2.276.0.7230010.3.1.3.8323329.11179.1517875231.595036/1.2.276.0.7230010.3.1.4.8323329.11179.1517875231.595038.dcm,0
1.2.276.0.7230010.3.1.2.8323329.32281.1517875159.350468/1.2.276.0.7230010.3.1.3.8323329.32281.1517875159.350467/1.2.276.0.7230010.3.1.4.8323329.32281.1517875159.350469.dcm,1
1.2.276.0.7230010.3.1.2.8323329.12006.1517875236.857508/1.2.276.0.7230010.3.1.3.8323329.12006.1517875236.857507/1.2.276.0.7230010.3.1.4.8323329.12006.1517875236.857509.dcm,2
1.2.276.0.7230010.3.1.2.8323329.1751.1517875169.242979/1.2.276.0.7230010.3.1.3.8323329.1751.1517875169.242978/1.2.276.0.7230010.3.1.4.8323329.1751.1517875169.242980.dcm,3
1.2.276.0.7230010.3.1.2.8323329.3691.1517875179.7553/1.2.276.0.7230010.3.1.3.8323329.3691.1517875179.7552/1.2.276.0.7230010.3.1.4.8323329.3691.1517875179.7554.dcm,4
1.2.276.0.7230010.3.1.2.8323329.5450.1517875188.203706/1.2.276.0.7230010.3.1.3.8323329.5450.1517875188.203705/1.2.276.0.7230010.3.1.4.8323329.5450.1517875188.203707.dcm,0
1.2.276.0.7230010.3.1.2.8323329.10100.1517875222.77134/1.2.276.0.7230010.3.1.3.8323329.10100.1517875222.77133/1.2.276.0.7230010.3.1.4.8323329.10100.1517875222.77135.dcm,1
1.2.276.0.7230010.3.1.2.8323329.3845.1517875179.750909/1.2.276.0.7230010.3.1.3.8323329.3845.1517875179.750908/1.2.276.0.7230010.3.1.4.8323329.3845.1517875179.750910.dcm,2
1.2.276.0.7230010.3.1.2.8323329.5730.1517875189.841537/1.2.276.0.7230010.3.1.3.8323329.5730.1517875189.841536/1.2.276.0.7230010.3.1.4.8323329.5730.1517875189.841538.dcm,3
1.2.276.0.7230010.3.1.2.8323329.11886.1517875236.200069/1.2.276.0.7230010.3.1.3.8323329.11886.1517875236.200068/1.2.276.0.7230010.3.1.4.8323329.11886.1517875236.200070.dcm,4
1.2.276.0.7230010.3.1.2.8323329.3117.1517875176.183713/1.2.276.0.7230010.3.1.3.8323329.3117.1517875176.183712/1.2.276.0.7230010.3.1.4.8323329.3117.1517875176.183714.dcm,0
1.2.276.0.7230010.3.1.2.8323329.10233.1517875222.763874/1.2.276.0.7230010.3.1.3.8323329.10233.1517875222.763873/1.2.276.0.7230010.3.1.4.8323329.10233.1517875222.763875.dcm,1
1.2.276.0.7230010.3.1.2.8323329.2615.1517875173.725632/1.2.276.0.7230010.3.1.3.8323329.2615.1517875173.725631/1.2.276.0.7230010.3.1.4.8323329.2615.1517875173.725633.dcm,2
1.2.276.0.7230010.3.1.2.8323329.13228.1517875244.222716/1.2.276.0.7230010.3.1.3.8323329.13228.1517875244.222715/1.2.276.0.7230010.3.1.4.8323329.13228.1517875244.222717.dcm,3
1.2.276.0.7230010.3.1.2.8323329.1552.1517875168.374424/1.2.276.0.7230010.3.1.3.8323329.1552.1517875168.374423/1.2.276.0.7230010.3.1.4.8323329.1552.1517875168.374425.dcm,4
1.2.276.0.7230010.3.1.2.8323329.12452.1517875239.179148/1.2.276.0.7230010.3.1.3.8323329.12452.1517875239.179147/1.2.276.0.7230010.3.1.4.8323329.12452.1517875239.179149.dcm,0
1.2.276.0.7230010.3.1.2.8323329.301.1517875162.280318/1.2.276.0.7230010.3.1.3.8323329.301.1517875162.280317/1.2.276.0.7230010.3.1.4.8323329.301.1517875162.280319.dcm,1
1.2.276.0.7230010.3.1.2.8323329.10914.1517875227.901394/1.2.276.0.7230010.3.1.3.8323329.10914.1517875227.901393/1.2.276.0.7230010.3.1.4.8323329.10914.1517875227.901395.dcm,2
1.2.276.0.7230010.3.1.2.8323329.1487.1517875168.62615/1.2.276.0.7230010.3.1.3.8323329.1487.1517875168.62614/1.2.276.0.7230010.3.1.4.8323329.1487.1517875168.62616.dcm,3
1.2.276.0.7230010.3.1.2.8323329.1926.1517875170.276640/1.2.276.0.7230010.3.1.3.8323329.1926.1517875170.276639/1.2.276.0.7230010.3.1.4.8323329.1926.1517875170.276641.dcm,4
1.2.276.0.7230010.3.1.2.8323329.14431.1517875252.82935/1.2.276.0.7230010.3.1.3.8323329.14431.1517875252.82934/1.2.276.0.7230010.3.1.4.8323329.14431.1517875252.82936.dcm,0
1.2.276.0.7230010.3.1.2.8323329.12552.1517875239.680452/1.2.276.0.7230010.3.1.3.8323329.12552.1517875239.680451/1.2.276.0.7230010.3.1.4.8323329.12552.1517875239.680453.dcm,1
1.2.276.0.7230010.3.1.2.8323329.11961.1517875236.648499/1.2.276.0.7230010.3.1.3.8323329.11961.1517875236.648498/1.2.276.0.7230010.3.1.4.8323329.11961.1517875236.648500.dcm,2
1.2.276.0.7230010.3.1.2.8323329.4580.1517875183.601523/1.2.276.0.7230010.3.1.3.8323329.4580.1517875183.601522/1.2.276.0.7230010.3.1.4.8323329.4580.1517875183.601524.dcm,3
1.2.276.0.7230010.3.1.2.8323329.12896.1517875242.420355/1.2.276.0.7230010.3.1.3.8323329.12896.1517875242.420354/1.2.276.0.7230010.3.1.4.8323329.12896.1517875242.420356.dcm,4
1.2.276.0.7230010.3.1.2.8323329.10310.1517875223.101697/1.2.276.0.7230010.3.1.3.8323329.10310.1517875223.101696/1.2.276.0.7230010.3.1.4.8323329.10310.1517875223.101698.dcm,0
1.2.276.0.7230010.3.1.2.8323329.12977.1517875242.840596/1.2.276.0.7230010.3.1.3.8323329.12977.1517875242.840595/1.2.276.0.7230010.3.1.4.8323329.12977.1517875242.840597.dcm,1
1.2.276.0.7230010.3.1.2.8323329.3780.1517875179.400539/1.2.276.0.7230010.3.1.3.8323329.3780.1517875179.400538/1.2.276.0.7230010.3.1.4.8323329.3780.1517875179.400540.dcm,2
1.2.276.0.7230010.3.1.2.8323329.4177.1517875181.520807/1.2.276.0.7230010.3.1.3.8323329.4177.1517875181.520806/1.2.276.0.7230010.3.1.4.8323329.4177.1517875181.520808.dcm,3
1.2.276.0.7230010.3.1.2.8323329.3966.1517875180.399556/1.2.276.0.7230010.3.1.3.8323329.3966.1517875180.399555/1.2.276.0.7230010.3.1.4.8323329.3966.1517875180.399557.dcm,4
1.2.276.0.7230010.3.1.2.8323329.13388.1517875245.113407/1.2.276.0.7230010.3.1.3.8323329.13388.1517875245.113406/1.2.276.0.7230010.3.1.4.8323329.13388.1517875245.113408.dcm,0
1.2.276.0.7230010.3.1.2.8323329.11232.1517875231.872993/1.2.276.0.7230010.3.1.3.8323329.11232.1517875231.872992/1.2.276.0.7230010.3.1.4.8323329.11232.1517875231.872994.dcm,1
1.2.276.0.7230010.3.1.2.8323329.13386.1517875245.78549/1.2.276.0.7230010.3.1.3.8323329.13386.1517875245.78548/1.2.276.0.7230010.3.1.4.8323329.13386.1517875245.78550.dcm,2
1.2.276.0.7230010.3.1.2.8323329.2236.1517875171.758937/1.2.276.0.7230010.3.1.3.8323329.2236.1517875171.758936/1.2.276.0.7230010.3.1.4.8323329.2236.1517875171.758938.dcm,3
1.2.276.0.7230010.3.1.2.8323329.11922.1517875236.475755/1.2.276.0.7230010.3.1.3.8323329.11922.1517875236.475754/1.2.276.0.7230010.3.1.4.8323329.11922.1517875236.475756.dcm,4
1.2.276.0.7230010.3.1.2.8323329.1507.1517875168.155697/1.2.276.0.7230010.3.1.3.8323329.1507.1517875168.155696/1.2.276.0.7230010.3.1.4.8323329.1507.1517875168.155698.dcm,0
1.2.276.0.7230010.3.1.2.8323329.1690.1517875168.958182/1.2.276.0.7230010.3.1.3.8323329.1690.1517875168.958181/1.2.276.0.7230010.3.1.4.8323329.1690.1517875168.958183.dcm,1
1.2.276.0.7230010.3.1.2.8323329.32486.1517875160.828400/1.2.276.0.7230010.3.1.3.8323329.32486.1517875160.828399/1.2.276.0.7230010.3.1.4.8323329.32486.1517875160.828401.dcm,2
1.2.276.0.7230010.3.1.2.8323329.32609.1517875161.460308/1.2.276.0.7230010.3.1.3.8323329.32609.1517875161.460307/1.2.276.0.7230010.3.1.4.8323329.32609.1517875161.460309.dcm,3
1.2.276.0.7230010.3.1.2.8323329.12162.1517875237.788062/1.2.276.0.7230010.3.1.3.8323329.12162.1517875237.788061/1.2.276.0.7230010.3.1.4.8323329.12162.1517875237.788063.dcm,4
1.2.276.0.7230010.3.1.2.8323329.4865.1517875185.161273/1.2.276.0.7230010.3.1.3.8323329.4865.1517875185.161272/1.2.276.0.7230010.3.1.4.8323329.4865.1517875185.161274.dcm,0
1.2.276.0.7230010.3.1.2.8323329.2585.1517875173.602153/1.2.276.0.7230010.3.1.3.8323329.2585.1517875173.602152/1.2.276.0.7230010.3.1.4.8323329.2585.1517875173.602154.dcm,1
1.2.276.0.7230010.3.1.2.8323329.4968.1517875185.746251/1.2.276.0.7230010.3.1.3.8323329.4968.1517875185.746250/1.2.276.0.7230010.3.1.4.8323329.4968.1517875185.746252.dcm,2
1.2.276.0.7230010.3.1.2.8323329.4620.1517875183.778579/1.2.276.0.7230010.3.1.3.8323329.4620.1517875183.778578/1.2.276.0.7230010.3.1.4.8323329.4620.1517875183.778580.dcm,3
1.2.276.0.7230010.3.1.2.8323329.11719.1517875234.460786/1.2.276.0.7230010.3.1.3.8323329.11719.1517875234.460785/1.2.276.0.7230010.3.1.4.8323329.11719.1517875234.460787.dcm,4
1.2.276.0.7230010.3.1.2.8323329.10862.1517875226.16659/1.2.276.0.7230010.3.1.3.8323329.10862.1517875226.16658/1.2.276.0.7230010.3.1.4.8323329.10862.1517875226.16660.dcm,0
1.2.276.0.7230010.3.1.2.8323329.12402.1517875238.977134/1.2.276.0.7230010.3.1.3.8323329.12402.1517875238.977133/1.2.276.0.7230010.3.1.4.8323329.12402.1517875238.977135.dcm,1
1.2.276.0.7230010.3.1.2.8323329.2268.1517875171.869088/1.2.276.0.7230010.3.1.3.8323329.2268.1517875171.869087/1.2.276.0.7230010.3.1.4.8323329.2268.1517875171.869089.dcm,2
1.2.276.0.7230010.3.1.2.8323329.3307.1517875177.186294/1.2.276.0.7230010.3.1.3.8323329.3307.1517875177.186293/1.2.276.0.7230010.3.1.4.8323329.3307.1517875177.186295.dcm,3
1.2.276.0.7230010.3.1.2.8323329.5396.1517875187.925054/1.2.276.0.7230010.3.1.3.8323329.5396.1517875187.925053/1.2.276.0.7230010.3.1.4.8323329.5396.1517875187.925055.dcm,4
1.2.276.0.7230010.3.1.2.8323329.14605.1517875253.25161/1.2.276.0.7230010.3.1.3.8323329.14605.1517875253.25160/1.2.276.0.7230010.3.1.4.8323329.14605.1517875253.25162.dcm,0
1.2.276.0.7230010.3.1.2.8323329.5129.1517875186.558648/1.2.276.0.7230010.3.1.3.8323329.5129.1517875186.558647/1.2.276.0.7230010.3.1.4.8323329.5129.1517875186.558649.dcm,1
1.2.276.0.7230010.3.1.2.8323329.11483.1517875233.162284/1.2.276.0.7230010.3.1.3.8323329.11483.1517875233.162283/1.2.276.0.7230010.3.1.4.8323329.11483.1517875233.162285.dcm,2
1.2.276.0.7230010.3.1.2.8323329.14018.1517875249.164340/1.2.276.0.7230010.3.1.3.8323329.14018.1517875249.164339/1.2.276.0.7230010.3.1.4.8323329.14018.1517875249.164341.dcm,3
1.2.276.0.7230010.3.1.2.8323329.1625.1517875168.637997/1.2.276.0.7230010.3.1.3.8323329.1625.1517875168.637996/1.2.276.0.7230010.3.1.4.8323329.1625.1517875168.637998.dcm,4
1.2.276.0.7230010.3.1.2.8323329.10588.1517875224.439816/1.2.276.0.7230010.3.1.3.8323329.10588.1517875224.439815/1.2.276.0.7230010.3.1.4.8323329.10588.1517875224.439817.dcm,0
1.2.276.0.7230010.3.1.2.8323329.2743.1517875174.392410/1.2.276.0.7230010.3.1.3.8323329.2743.1517875174.392409/1.2.276.0.7230010.3.1.4.8323329.2743.1517875174.392411.dcm,1
1.2.276.0.7230010.3.1.2.8323329.12047.1517875237.87686/1.2.276.0.7230010.3.1.3.8323329.12047.1517875237.87685/1.2.276.0.7230010.3.1.4.8323329.12047.1517875237.87687.dcm,2
1.2.276.0.7230010.3.1.2.8323329.1610.1517875168.587270/1.2.276.0.7230010.3.1.3.8323329.1610.1517875168.587269/1.2.276.0.7230010.3.1.4.8323329.1610.1517875168.587271.dcm,3
1.2.276.0.7230010.3.1.2.8323329.2671.1517875173.980600/1.2.276.0.7230010.3.1.3.8323329.2671.1517875173.980599/1.2.276.0.7230010.3.1.4.8323329.2671.1517875173.980601.dcm,4
1.2.276.0.7230010.3.1.2.8323329.4536.1517875183.345269/1.2.276.0.7230010.3.1.3.8323329.4536.1517875183.345268/1.2.276.0.7230010.3.1.4.8323329.4536.1517875183.345270.dcm,0
1.2.276.0.7230010.3.1.2.8323329.325.1517875162.384467/1.2.276.0.7230010.3.1.3.8323329.325.1517875162.384466/1.2.276.0.7230010.3.1.4.8323329.325.1517875162.384468.dcm,1
1.2.276.0.7230010.3.1.2.8323329.10305.1517875223.79498/1.2.276.0.7230010.3.1.3.8323329.10305.1517875223.79497/1.2.276.0.7230010.3.1.4.8323329.10305.1517875223.79499.dcm,2
1.2.276.0.7230010.3.1.2.8323329.13230.1517875244.228645/1.2.276.0.7230010.3.1.3.8323329.13230.1517875244.228644/1.2.276.0.7230010.3.1.4.8323329.13230.1517875244.228646.dcm,3
1.2.276.0.7230010.3.1.2.8323329.10256.1517875222.861704/1.2.276.0.7230010.3.1.3.8323329.10256.1517875222.861703/1.2.276.0.7230010.3.1.4.8323329.10256.1517875222.861705.dcm,4
1.2.276.0.7230010.3.1.2.8323329.2229.1517875171.736201/1.2.276.0.7230010.3.1.3.8323329.2229.1517875171.736200/1.2.276.0.7230010.3.1.4.8323329.2229.1517875171.736202.dcm,0
1.2.276.0.7230010.3.1.2.8323329.13243.1517875244.313403/1.2.276.0.7230010.3.1.3.8323329.13243.1517875244.313402/1.2.276.0.7230010.3.1.4.8323329.13243.1517875244.313404.dcm,1
1.2.276.0.7230010.3.1.2.8323329.1379.1517875167.457719/1.2.276.0.7230010.3.1.3.8323329.1379.1517875167.457718/1.2.276.0.7230010.3.1.4.8323329.1379.1517875167.457720.dcm,2
1.2.276.0.7230010.3.1.2.8323329.1337.1517875167.297635/1.2.276.0.7230010.3.1.3.8323329.1337.1517875167.297634/1.2.276.0.7230010.3.1.4.8323329.1337.1517875167.297636.dcm,3
1.2.276.0.7230010.3.1.2.8323329.13870.1517875248.413345/1.2.276.0.7230010.3.1.3.8323329.13870.1517875248.413344/1.2.276.0.7230010.3.1.4.8323329.13870.1517875248.413346.dcm,4
1.2.276.0.7230010.3.1.2.8323329.11804.1517875234.959777/1.2.276.0.7230010.3.1.3.8323329.11804.1517875234.959776/1.2.276.0.7230010.3.1.4.8323329.11804.1517875234.959778.dcm,0
1.2.276.0.7230010.3.1.2.8323329.12572.1517875239.808167/1.2.276.0.7230010.3.1.3.8323329.12572.1517875239.808166/1.2.276.0.7230010.3.1.4.8323329.12572.1517875239.808168.dcm,1
1.2.276.0.7230010.3.1.2.8323329.31885.1517875157.316554/1.2.276.0.7230010.3.1.3.8323329.31885.1517875157.316553/1.2.276.0.7230010.3.1.4.8323329.31885.1517875157.316555.dcm,2
1.2.276.0.7230010.3.1.2.8323329.14034.1517875249.250432/1.2.276.0.7230010.3.1.3.8323329.14034.1517875249.250431/1.2.276.0.7230010.3.1.4.8323329.14034.1517875249.250433.dcm,3
1.2.276.0.7230010.3.1.2.8323329.10817.1517875225.769634/1.2.276.0.7230010.3.1.3.8323329.10817.1517875225.769633/1.2.276.0.7230010.3.1.4.8323329.10817.1517875225.769635.dcm,4
1.2.276.0.7230010.3.1.2.8323329.1477.1517875167.996634/1.2.276.0.7230010.3.1.3.8323329.1477.1517875167.996633/1.2.276.0.7230010.3.1.4.8323329.1477.1517875167.996635.dcm,0
1.2.276.0.7230010.3.1.2.8323329.10716.1517875225.244162/1.2.276.0.7230010.3.1.3.8323329.10716.1517875225.244161/1.2.276.0.7230010.3.1.4.8323329.10716.1517875225.244163.dcm,1
1.2.276.0.7230010.3.1.2.8323329.10192.1517875222.561133/1.2.276.0.7230010.3.1.3.8323329.10192.1517875222.561132/1.2.276.0.7230010.3.1.4.8323329.10192.1517875222.561134.dcm,2
1.2.276.0.7230010.3.1.2.8323329.1173.1517875166.626581/1.2.276.0.7230010.3.1.3.8323329.1173.1517875166.626580/1.2.276.0.7230010.3.1.4.8323329.1173.1517875166.626582.dcm,3
1.2.276.0.7230010.3.1.2.8323329.10151.1517875222.348414/1.2.276.0.7230010.3.1.3.8323329.10151.1517875222.348413/1.2.276.0.7230010.3.1.4.8323329.10151.1517875222.348415.dcm,4
1.2.276.0.7230010.3.1.2.8323329.10603.1517875224.506263/1.2.276.0.7230010.3.1.3.8323329.10603.1517875224.506262/1.2.276.0.7230010.3.1.4.8323329.10603.1517875224.506264.dcm,0
1.2.276.0.7230010.3.1.2.8323329.3738.1517875179.226403/1.2.276.0.7230010.3.1.3.8323329.3738.1517875179.226402/1.2.276.0.7230010.3.1.4.8323329.3738.1517875179.226404.dcm,1
1.2.276.0.7230010.3.1.2.8323329.3478.1517875178.16792/1.2.276.0.7230010.3.1.3.8323329.3478.1517875178.16791/1.2.276.0.7230010.3.1.4.8323329.3478.1517875178.16793.dcm,2
1.2.276.0.7230010.3.1.2.8323329.13513.1517875246.27433/1.2.276.0.7230010.3.1.3.8323329.13513.1517875246.27432/1.2.276.0.7230010.3.1.4.8323329.13513.1517875246.27434.dcm,3
1.2.276.0.7230010.3.1.2.8323329.10836.1517875225.855934/1.2.276.0.7230010.3.1.3.8323329.10836.1517875225.855933/1.2.276.0.7230010.3.1.4.8323329.10836.1517875225.855935.dcm,4
1.2.276.0.7230010.3.1.2.8323329.4784.1517875184.787323/1.2.276.0.7230010.3.1.3.8323329.4784.1517875184.787322/1.2.276.0.7230010.3.1.4.8323329.4784.1517875184.787324.dcm,0
1.2.276.0.7230010.3.1.2.8323329.5042.1517875186.96266/1.2.276.0.7230010.3.1.3.8323329.5042.1517875186.96265/1.2.276.0.7230010.3.1.4.8323329.5042.1517875186.96267.dcm,1
1.2.276.0.7230010.3.1.2.8323329.13676.1517875247.165343/1.2.276.0.7230010.3.1.3.8323329.13676.1517875247.165342/1.2.276.0.7230010.3.1.4.8323329.13676.1517875247.165344.dcm,2
1.2.276.0.7230010.3.1.2.8323329.497.1517875163.185131/1.2.276.0.7230010.3.1.3.8323329.497.1517875163.185130/1.2.276.0.7230010.3.1.4.8323329.497.1517875163.185132.dcm,3
1.2.276.0.7230010.3.1.2.8323329.11075.1517875230.895961/1.2.276.0.7230010.3.1.3.8323329.11075.1517875230.895960/1.2.276.0.7230010.3.1.4.8323329.11075.1517875230.895962.dcm,4
1.2.276.0.7230010.3.1.2.8323329.558.1517875163.430895/1.2.276.0.7230010.3.1.3.8323329.558.1517875163.430894/1.2.276.0.7230010.3.1.4.8323329.558.1517875163.430896.dcm,0
1.2.276.0.7230010.3.1.2.8323329.378.1517875162.653924/1.2.276.0.7230010.3.1.3.8323329.378.1517875162.653923/1.2.276.0.7230010.3.1.4.8323329.378.1517875162.653925.dcm,1
1.2.276.0.7230010.3.1.2.8323329.11211.1517875231.745629/1.2.276.0.7230010.3.1.3.8323329.11211.1517875231.745628/1.2.276.0.7230010.3.1.4.8323329.11211.1517875231.745630.dcm,2
1.2.276.0.7230010.3.1.2.8323329.4815.1517875184.936639/1.2.276.0.7230010.3.1.3.8323329.4815.1517875184.936638/1.2.276.0.7230010.3.1.4.8323329.4815.1517875184.936640.dcm,3
1.2.276.0.7230010.3.1.2.8323329.4989.1517875185.861444/1.2.276.0.7230010.3.1.3.8323329.4989.1517875185.861443/1.2.276.0.7230010.3.1.4.8323329.4989.1517875185.861445.dcm,4
1.2.276.0.7230010.3.1.2.8323329.2474.1517875172.944513/1.2.276.0.7230010.3.1.3.8323329.2474.1517875172.944512/1.2.276.0.7230010.3.1.4.8323329.2474.1517875172.944514.dcm,0
1.2.276.0.7230010.3.1.2.8323329.3141.1517875176.294053/1.2.276.0.7230010.3.1.3.8323329.3141.1517875176.294052/1.2.276.0.7230010.3.1.4.8323329.3141.1517875176.294054.dcm,1
1.2.276.0.7230010.3.1.2.8323329.5735.1517875189.897049/1.2.276.0.7230010.3.1.3.8323329.5735.1517875189.897048/1.2.276.0.7230010.3.1.4.8323329.5735.1517875189.897050.dcm,2
1.2.276.0.7230010.3.1.2.8323329.11777.1517875234.742625/1.2.276.0.7230010.3.1.3.8323329.11777.1517875234.742624/1.2.276.0.7230010.3.1.4.8323329.11777.1517875234.742626.dcm,3
1.2.276.0.7230010.3.1.2.8323329.11068.1517875230.868572/1.2.276.0.7230010.3.1.3.8323329.11068.1517875230.868571/1.2.276.0.7230010.3.1.4.8323329.11068.1517875230.868573.dcm,4
1.2.276.0.7230010.3.1.2.8323329.32194.1517875158.962625/1.2.276.0.7230010.3.1.3.8323329.32194.1517875158.962624/1.2.276.0.7230010.3.1.4.8323329.32194.1517875158.962626.dcm,0
1.2.276.0.7230010.3.1.2.8323329.13971.1517875248.912331/1.2.276.0.7230010.3.1.3.8323329.13971.1517875248.912330/1.2.276.0.7230010.3.1.4.8323329.13971.1517875248.912332.dcm,1
1.2.276.0.7230010.3.1.2.8323329.13593.1517875246.785353/1.2.276.0.7230010.3.1.3.8323329.13593.1517875246.785352/1.2.276.0.7230010.3.1.4.8323329.13593.1517875246.785354.dcm,2
1.2.276.0.7230010.3.1.2.8323329.5427.1517875188.61563/1.2.276.0.7230010.3.1.3.8323329.5427.1517875188.61562/1.2.276.0.7230010.3.1.4.8323329.5427.1517875188.61564.dcm,3
1.2.276.0.7230010.3.1.2.8323329.11977.1517875236.716994/1.2.276.0.7230010.3.1.3.8323329.11977.1517875236.716993/1.2.276.0.7230010.3.1.4.8323329.11977.1517875236.716995.dcm,4
1.2.276.0.7230010.3.1.2.8323329.3914.1517875180.105430/1.2.276.0.7230010.3.1.3.8323329.3914.1517875180.105429/1.2.276.0.7230010.3.1.4.8323329.3914.1517875180.105431.dcm,0
1.2.276.0.7230010.3.1.2.8323329.4791.1517875184.817100/1.2.276.0.7230010.3.1.3.8323329.4791.1517875184.817099/1.2.276.0.7230010.3.1.4.8323329.4791.1517875184.817101.dcm,1
1.2.276.0.7230010.3.1.2.8323329.11049.1517875230.116604/1.2.276.0.7230010.3.1.3.8323329.11049.1517875230.116603/1.2.276.0.7230010.3.1.4.8323329.11049.1517875230.116605.dcm,2
1.2.276.0.7230010.3.1.2.8323329.1575.1517875168.464523/1.2.276.0.7230010.3.1.3.8323329.1575.1517875168.464522/1.2.276.0.7230010.3.1.4.8323329.1575.1517875168.464524.dcm,3
1.2.276.0.7230010.3.1.2.8323329.3765.1517875179.328109/1.2.276.0.7230010.3.1.3.8323329.3765.1517875179.328108/1.2.276.0.7230010.3.1.4.8323329.3765.1517875179.328110.dcm,4
1.2.276.0.7230010.3.1.2.8323329.3911.1517875180.95105/1.2.276.0.7230010.3.1.3.8323329.3911.1517875180.95104/1.2.276.0.7230010.3.1.4.8323329.3911.1517875180.95106.dcm,0
1.2.276.0.7230010.3.1.2.8323329.1414.1517875167.654442/1.2.276.0.7230010.3.1.3.8323329.1414.1517875167.654441/1.2.276.0.7230010.3.1.4.8323329.1414.1517875167.654443.dcm,1
1.2.276.0.7230010.3.1.2.8323329.3773.1517875179.351324/1.2.276.0.7230010.3.1.3.8323329.3773.1517875179.351323/1.2.276.0.7230010.3.1.4.8323329.3773.1517875179.351325.dcm,2
1.2.276.0.7230010.3.1.2.8323329.5464.1517875188.288366/1.2.276.0.7230010.3.1.3.8323329.5464.1517875188.288365/1.2.276.0.7230010.3.1.4.8323329.5464.1517875188.288367.dcm,3
1.2.276.0.7230010.3.1.2.8323329.300.1517875162.258080/1.2.276.0.7230010.3.1.3.8323329.300.1517875162.258079/1.2.276.0.7230010.3.1.4.8323329.300.1517875162.258081.dcm,4
1.2.276.0.7230010.3.1.2.8323329.11018.1517875229.938371/1.2.276.0.7230010.3.1.3.8323329.11018.1517875229.938370/1.2.276.0.7230010.3.1.4.8323329.11018.1517875229.938372.dcm,0
1.2.276.0.7230010.3.1.2.8323329.3053.1517875175.804893/1.2.276.0.7230010.3.1.3.8323329.3053.1517875175.804892/1.2.276.0.7230010.3.1.4.8323329.3053.1517875175.804894.dcm,1
1.2.276.0.7230010.3.1.2.8323329.3238.1517875176.803413/1.2.276.0.7230010.3.1.3.8323329.3238.1517875176.803412/1.2.276.0.7230010.3.1.4.8323329.3238.1517875176.803414.dcm,2
1.2.276.0.7230010.3.1.2.8323329.4757.1517875184.619253/1.2.276.0.7230010.3.1.3.8323329.4757.1517875184.619252/1.2.276.0.7230010.3.1.4.8323329.4757.1517875184.619254.dcm,3
1.2.276.0.7230010.3.1.2.8323329.32635.1517875161.575564/1.2.276.0.7230010.3.1.3.8323329.32635.1517875161.575563/1.2.276.0.7230010.3.1.4.8323329.32635.1517875161.575565.dcm,4
